Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Date
220.04097309502072,220.5188858867363,217.63147647971348,219.7721405029297,44299500,0.0,0.0,AAPL,2025-03-24 00:00:00-04:00
219.81195837594151,223.12750944589686,219.12495024533285,222.77902221679688,34493600,0.0,0.0,AAPL,2025-03-25 00:00:00-04:00
222.5400680439697,224.04352508950674,219.51326687455483,220.56866455078125,34466100,0.0,0.0,AAPL,2025-03-26 00:00:00-04:00
220.4292696466093,224.0136533961419,219.6028696378956,222.87860107421875,37094800,0.0,0.0,AAPL,2025-03-27 00:00:00-04:00
220.7080664246457,222.8387793372666,216.73537546649092,216.9544219970703,39818600,0.0,0.0,AAPL,2025-03-28 00:00:00-04:00
216.0682695484103,224.6409066608951,215.29165561007284,221.1660614013672,65299300,0.0,0.0,AAPL,2025-03-31 00:00:00-04:00
218.85612876373423,222.70932997882656,217.95007407622174,222.22146606445312,36412700,0.0,0.0,AAPL,2025-04-01 00:00:00-04:00
220.3595869543347,224.21278818927524,220.06088576879955,222.91842651367188,35905900,0.0,0.0,AAPL,2025-04-02 00:00:00-04:00
204.64806653552571,206.58961679788308,200.37668938200366,202.3082733154297,103419000,0.0,0.0,AAPL,2025-04-03 00:00:00-04:00
193.0486144227304,199.01262630823254,186.52703508606032,187.56253051757812,125910900,0.0,0.0,AAPL,2025-04-04 00:00:00-04:00
176.43103817745248,193.30748067285785,173.86223225537526,180.6725616455078,160466300,0.0,0.0,AAPL,2025-04-07 00:00:00-04:00
185.88983084847527,189.51403482217904,168.47573669018362,171.6717987060547,120859500,0.0,0.0,AAPL,2025-04-08 00:00:00-04:00
171.20381523449285,199.7394480269994,171.14407803694525,197.98709106445312,184395900,0.0,0.0,AAPL,2025-04-09 00:00:00-04:00
188.24954112448538,193.93475416517637,182.20587449762067,189.5936737060547,121880000,0.0,0.0,AAPL,2025-04-10 00:00:00-04:00
185.2924188893916,198.67408279715283,185.2525839628914,197.2901153564453,87435900,0.0,0.0,AAPL,2025-04-11 00:00:00-04:00
210.52244846919626,212.01593914767514,200.28706023476008,201.6411590576172,101352900,0.0,0.0,AAPL,2025-04-14 00:00:00-04:00
200.98403365195668,202.62686743682656,198.93297540670014,201.2628173828125,51343900,0.0,0.0,AAPL,2025-04-15 00:00:00-04:00
197.49920369317184,199.8290454554037,191.53519224238798,193.4269561767578,59732400,0.0,0.0,AAPL,2025-04-16 00:00:00-04:00
196.34424488667963,197.9671763411939,193.5763099497932,196.1251983642578,52164700,0.0,0.0,AAPL,2025-04-17 00:00:00-04:00
192.43130060162235,192.958999427942,188.98630873883343,192.32177734375,46742500,0.0,0.0,AAPL,2025-04-21 00:00:00-04:00
195.26892870764283,200.7151927551101,195.11958571249494,198.87322998046875,52976400,0.0,0.0,AAPL,2025-04-22 00:00:00-04:00
205.10606155750318,207.09738254349836,201.9199510184256,203.71214294433594,52929200,0.0,0.0,AAPL,2025-04-23 00:00:00-04:00
204.00086522918792,207.92376976062596,202.05933042602183,207.46575927734375,47311000,0.0,0.0,AAPL,2025-04-24 00:00:00-04:00
205.4744655458182,208.83980311072816,205.30520507319974,208.37184143066406,38222300,0.0,0.0,AAPL,2025-04-25 00:00:00-04:00
209.088696522261,210.5821872117057,206.55972563953335,209.22808837890625,38743100,0.0,0.0,AAPL,2025-04-28 00:00:00-04:00
207.78438836336602,211.31898611202763,207.46576971677675,210.29345703125,36827600,0.0,0.0,AAPL,2025-04-29 00:00:00-04:00
208.39175489829196,212.65318081121782,205.77316280594096,211.57786560058594,52286500,0.0,0.0,AAPL,2025-04-30 00:00:00-04:00
208.17271138967982,213.62892699621815,207.99348458901505,212.39431762695312,57365700,0.0,0.0,AAPL,2025-05-01 00:00:00-04:00
205.19567188008233,206.0917754590827,201.2827333487594,204.45889282226562,101010600,0.0,0.0,AAPL,2025-05-02 00:00:00-04:00
202.21865389928206,203.21431440062256,197.34987465543003,198.02691650390625,69018500,0.0,0.0,AAPL,2025-05-05 00:00:00-04:00
197.3498583398735,199.77925700053618,196.165020010421,197.64854431152344,51216500,0.0,0.0,AAPL,2025-05-06 00:00:00-04:00
198.30570335142838,198.574535944944,192.41139491378883,195.39837646484375,68536700,0.0,0.0,AAPL,2025-05-07 00:00:00-04:00
196.86199326420865,199.18188402861682,193.83517686729027,196.63299560546875,50478900,0.0,0.0,AAPL,2025-05-08 00:00:00-04:00
198.13644922219603,199.66975978270045,196.68277813613466,197.66848754882812,36453900,0.0,0.0,AAPL,2025-05-09 00:00:00-04:00
210.32994399020487,210.62903686932515,206.12274573806786,210.15048217773438,63775800,0.26,0.0,AAPL,2025-05-12 00:00:00-04:00
209.79158118866218,212.75257189298435,208.36592688565332,212.28399658203125,51909300,0.0,0.0,AAPL,2025-05-13 00:00:00-04:00
211.78550901932945,213.29093762104833,209.94113079478424,211.68582153320312,49325800,0.0,0.0,AAPL,2025-05-14 00:00:00-04:00
210.31001909194578,212.31393091132972,208.90429308394448,210.80850219726562,45029500,0.0,0.0,AAPL,2025-05-15 00:00:00-04:00
211.71574852428404,211.9251181254035,209.13360964796243,210.61907958984375,54737900,0.0,0.0,AAPL,2025-05-16 00:00:00-04:00
207.27923550566183,208.84446444770495,203.64029993754312,208.14659118652344,46140500,0.0,0.0,AAPL,2025-05-19 00:00:00-04:00
207.03996203611737,207.83753801206538,204.40797196423648,206.232421875,42496600,0.0,0.0,AAPL,2025-05-20 00:00:00-04:00
204.54755595275296,206.4118779017609,200.10109516487896,201.47689819335938,59211800,0.0,0.0,AAPL,2025-05-21 00:00:00-04:00
200.1010930441042,202.13489740214874,199.0941474443519,200.74911499023438,46742400,0.0,0.0,AAPL,2025-05-22 00:00:00-04:00
193.08241474951325,197.10018674879547,192.87306039619787,194.6775665283203,78432900,0.0,0.0,AAPL,2025-05-23 00:00:00-04:00
197.6983910952664,200.1309909415137,196.83102019804124,199.60260009765625,56288500,0.0,0.0,AAPL,2025-05-27 00:00:00-04:00
199.98144837254895,202.11495545301858,199.29353925378823,199.8119659423828,45339700,0.0,0.0,AAPL,2025-05-28 00:00:00-04:00
202.96236033905296,203.19165828241367,197.90773491315443,199.34336853027344,51396800,0.0,0.0,AAPL,2025-05-29 00:00:00-04:00
198.7651407343476,201.3472946799051,196.18300200128658,200.24066162109375,70819900,0.0,0.0,AAPL,2025-05-30 00:00:00-04:00
199.67238359256916,201.51677709467234,199.51286535414474,201.08807373046875,35423300,0.0,0.0,AAPL,2025-06-02 00:00:00-04:00
200.73914706631285,203.1518034040851,200.35033086337637,202.6533203125,46381600,0.0,0.0,AAPL,2025-06-03 00:00:00-04:00
202.29440469878628,205.6143037964219,201.48686455307688,202.20468139648438,43604000,0.0,0.0,AAPL,2025-06-04 00:00:00-04:00
202.8826044104843,204.12881205428334,199.54276184010462,200.0213165283203,55126100,0.0,0.0,AAPL,2025-06-05 00:00:00-04:00
202.3841235560851,205.07592905349443,201.4370087789868,203.30133056640625,46607700,0.0,0.0,AAPL,2025-06-06 00:00:00-04:00
203.76990423179717,205.3750202901374,199.41316716451473,200.8388214111328,72862600,0.0,0.0,AAPL,2025-06-09 00:00:00-04:00
199.99141796230995,203.73004106569937,199.96151019448254,202.0551300048828,54672600,0.0,0.0,AAPL,2025-06-10 00:00:00-04:00
202.88260699920767,203.8795731269679,197.80805305990708,198.1769256591797,60989900,0.0,0.0,AAPL,2025-06-11 00:00:00-04:00
