ticker,date,avg_sentiment,sentiment_std,news_count,avg_relevance,Ticker,date_only,Close,price_change,next_day_change,Volume,sentiment_price_alignment
COST,2026-03-06,0.0129,0.018243354954612927,2,0.0385,COST,2026-03-06,998.0999755859376,1.5805457266104384,,2707200,False
DIS,2026-03-06,0.56775,0.08082230508962239,2,0.0385,DIS,2026-03-06,101.54000091552734,-0.8495290650047282,,10446400,False
GE,2026-03-06,0.17516666666666666,0.18676807810758242,9,0.03133333333333333,GE,2026-03-06,323.1099853515625,-1.1865821580750668,,4674200,False
TGT,2026-03-06,0.0,0.0,1,0.026,TGT,2026-03-06,120.79000091552734,0.357261800428077,,5976200,False
TSLA,2026-03-06,0.10105,0.11834369438208357,4,0.0255,TSLA,2026-03-06,396.7300109863281,-2.1748186591348695,,63870200,False
